order_id,customer_id,order_datetime,channel,status
44024,4217,2024-04-02 11:59:50,app,delivered
189320,2531,2024-03-03 22:17:47,app,delivered
148640,3713,2024-02-22 17:00:13,app,delivered
6173,4874,2024-03-07 20:49:40,web,paid
130475,3083,2024-06-25 16:37:32,web,delivered
172592,1969,2024-01-22 17:32:09,web,canceled
23512,2240,2024-03-15 20:26:56,store,delivered
161496,2872,2024-02-04 04:17:56,web,delivered
27936,2615,2024-05-07 11:17:53,web,shipped
97335,2233,2024-06-23 16:38:37,web,delivered
9651,5787,2024-04-12 05:36:01,store,paid
27036,3662,2024-04-19 08:09:51,app,delivered
196396,3265,2024-04-20 21:26:44,web,delivered
183826,4570,2024-06-08 06:17:33,web,delivered
186864,4451,2024-02-23 02:51:36,web,delivered
130540,4765,2024-01-04 18:27:49,app,delivered
158248,1332,2024-04-13 02:21:35,web,delivered
123384,1637,2024-01-03 16:36:44,app,paid
121744,2274,2024-03-09 01:05:22,web,paid
83087,3302,2024-06-15 13:53:24,store,paid
133419,5564,,app,delivered
75055,3064,2024-04-21 05:06:30,store,canceled
58278,4425,2024-04-23 01:26:35,store,canceled
87285,1655,2024-06-10 15:08:53,store,delivered
104970,1416,2024-03-15 09:35:01,app,delivered
97054,2957,2024-05-05 11:57:04,app,paid
8372,1355,2024-05-18 02:00:05,web,delivered
123697,1768,2024-02-06 22:42:31,store,paid
39721,4871,2024-04-06 02:49:48,app,paid
112109,5593,2024-05-08 10:22:48,web,delivered
82363,2233,2024-04-14 19:21:45,web,delivered
151799,5035,2024-05-18 03:30:38,web,delivered
131715,5500,2024-04-27 20:28:47,web,shipped
139130,4823,2024-02-27 10:28:23,web,delivered
93095,3316,2024-05-11 20:20:50,web,delivered
914,5642,2024-04-07 08:56:54,web,delivered
177040,1589,2024-06-21 01:28:10,app,paid
161645,5331,2024-01-17 15:26:24,web,paid
81368,1464,2024-05-13 06:25:30,app,delivered
62693,2547,2024-03-08 22:56:24,app,paid
162646,1013,2024-01-26 15:42:08,app,delivered
138760,4088,2024-06-02 17:58:22,web,canceled
153136,2455,,web,returned
6928,4823,2024-01-28 11:57:41,web,delivered
68873,1453,2024-04-12 19:49:41,web,delivered
58165,2178,2024-02-19 15:06:42,store,shipped
35443,3662,2024-02-08 05:49:19,app,delivered
133121,3240,2024-02-26 03:34:29,store,delivered
23496,4823,2024-04-04 07:29:32,web,delivered
70929,3234,2024-06-05 12:56:23,app,shipped
84188,3223,2024-01-26 00:03:18,app,shipped
34817,5331,2024-06-18 15:47:54,store,delivered
49046,3231,2024-06-02 05:21:05,web,delivered
171570,4683,2024-04-01 13:25:34,web,paid
121901,1583,2024-06-05 12:04:50,app,delivered
23951,4026,2024-02-04 23:20:49,store,canceled
44948,1118,2024-06-29 08:04:21,web,paid
70397,4533,2024-04-13 14:48:54,web,delivered
17944,1769,2024-01-08 17:44:38,web,paid
181564,1819,2024-02-13 23:24:18,web,shipped
32503,1301,2024-05-13 04:38:09,web,delivered
161422,1646,2024-04-06 14:21:12,app,delivered
93872,3775,2024-06-14 20:20:11,store,delivered
139058,4082,2024-02-14 06:45:09,app,delivered
25741,3888,2024-01-27 15:45:57,web,paid
138776,1802,2024-03-12 14:49:06,store,delivered
145323,1279,2024-05-25 06:12:02,web,delivered
15659,2564,2024-01-26 22:55:35,store,delivered
170964,4454,2024-02-15 04:06:32,web,shipped
24745,3216,2024-01-09 18:16:57,store,shipped
45294,3771,2024-04-17 04:01:18,store,shipped
117745,1802,2024-03-09 03:25:55,web,delivered
51788,4980,2024-06-10 06:20:03,store,delivered
6755,2233,2024-05-20 12:41:58,web,delivered
36966,3627,2024-04-26 17:59:25,app,delivered
144420,3071,2024-03-23 01:46:35,app,delivered
161686,3813,2024-06-08 15:39:04,store,delivered
1530,3888,2024-02-23 12:57:27,web,delivered
86994,1243,2024-06-15 22:44:02,web,delivered
82611,4566,2024-02-17 09:21:23,store,delivered
128891,2732,2024-02-26 10:51:06,web,delivered
3530,5617,2024-01-09 01:07:58,web,paid
4405,2063,2024-02-13 16:16:43,web,canceled
160957,5392,2024-04-30 02:43:07,web,delivered
132773,5167,2024-05-04 15:59:42,app,delivered
132305,4626,2024-02-08 08:21:13,store,canceled
84707,4756,2024-05-30 22:35:14,app,shipped
92392,3223,2024-05-27 11:29:57,web,delivered
176352,2761,,web,delivered
19606,3996,2024-03-07 00:32:48,app,shipped
103800,3685,2024-06-14 20:07:40,app,shipped
176310,5687,2024-01-11 04:25:39,app,delivered
128231,5331,2024-03-15 01:39:50,web,paid
101670,2050,2024-01-07 19:58:36,web,delivered
49893,4266,2024-06-19 11:29:50,web,delivered
89780,4109,2024-01-07 23:08:21,web,delivered
164883,2946,2024-01-27 04:22:32,store,returned
7894,3901,2024-04-23 01:32:48,app,returned
12375,4152,2024-06-15 17:09:23,app,paid
54139,4324,2024-05-22 19:39:42,web,delivered
117278,4683,2024-05-17 06:58:08,web,delivered
117495,3943,2024-04-19 07:10:57,web,delivered
138305,965434,2024-04-21 16:01:21,app,delivered
28115,4566,2024-02-23 19:05:17,web,delivered
67155,5225,2024-06-13 02:13:31,web,delivered
165614,3477,2024-06-27 17:34:40,web,paid
19028,4566,2024-04-26 01:58:59,app,shipped
29755,2403,2024-05-01 21:29:40,web,delivered
149623,5765,2024-04-04 05:28:15,web,delivered
198455,5419,2024-01-01 07:05:04,app,canceled
140012,1802,2024-03-26 07:57:34,web,returned
62556,4898,2024-06-20 12:31:58,web,paid
187830,2169,2024-04-20 22:44:41,app,paid
105485,1530,2024-05-11 22:35:09,web,delivered
45764,2420,2024-04-16 08:02:23,web,delivered
63362,1899,2024-02-18 01:21:59,app,delivered
152285,3755,2024-03-20 14:18:11,web,delivered
179756,4533,2024-06-04 09:01:19,web,paid
109239,1416,2024-03-10 07:22:22,app,delivered
158191,4566,2024-06-18 08:28:40,web,shipped
171566,1722,2024-03-17 04:44:10,web,delivered
126991,2929,2024-05-27 03:07:22,app,canceled
101995,3300,2024-05-29 02:01:45,web,delivered
145913,2419,2024-05-10 16:07:07,web,shipped
75530,3302,2024-01-25 07:46:53,web,returned
127948,2256,2024-05-01 11:53:05,store,delivered
163966,5130,2024-01-20 06:52:12,web,paid
96356,2929,2024-03-12 02:01:09,web,paid
150177,4494,2024-02-11 19:10:22,web,delivered
121292,1715,2024-02-20 03:32:06,web,delivered
156956,1704,2024-04-20 16:29:07,web,canceled
66747,2050,2024-05-17 17:31:15,web,delivered
187024,3697,2024-02-23 17:19:51,web,delivered
133034,1543,2024-03-06 12:04:50,web,delivered
26303,1875,2024-01-18 02:46:49,store,paid
147507,5059,2024-02-03 03:03:07,app,delivered
89161,4566,2024-06-22 22:40:23,store,delivered
51159,3234,2024-06-23 15:16:27,app,delivered
194140,3111,2024-01-01 03:03:30,web,paid
185256,2098,2024-05-25 01:31:24,store,delivered
2850,1619,2024-01-17 02:00:11,web,delivered
191051,4152,2024-06-08 04:38:24,web,delivered
103478,3962,2024-04-29 06:27:09,web,delivered
42560,3935,2024-05-25 00:07:59,web,shipped
109811,2282,2024-06-03 14:30:52,app,paid
39030,1518,2024-04-14 19:10:40,web,paid
185561,4823,2024-04-07 10:05:54,app,shipped
181499,2414,2024-05-23 19:27:38,web,paid
35040,5291,2024-01-02 01:16:11,app,delivered
55056,2772,2024-04-12 12:46:08,web,delivered
43979,5787,2024-06-07 13:50:22,web,delivered
173837,4433,2024-03-04 02:46:43,app,delivered
45357,2425,2024-01-30 03:16:37,app,delivered
171636,1680,2024-04-04 07:09:01,web,shipped
19666,2659,2024-05-28 19:50:24,web,shipped
169221,4675,2024-06-22 20:21:39,store,shipped
171731,4416,2024-02-29 15:12:03,store,paid
174039,4823,2024-02-01 13:44:23,app,delivered
113524,5713,2024-06-14 16:08:51,app,delivered
29904,4823,2024-02-11 22:09:52,web,canceled
119851,3120,2024-05-14 05:40:59,web,delivered
107689,4823,2024-05-15 22:28:01,web,paid
16699,2816,2024-01-02 16:31:59,app,delivered
97170,1916,2024-05-14 09:37:00,web,delivered
24628,3458,2024-05-25 15:42:42,web,paid
116166,5657,2024-04-03 08:44:35,app,paid
130880,5485,2024-01-14 23:22:00,app,canceled
140125,2835,2024-06-28 05:53:14,web,paid
167772,4741,2024-03-16 07:04:24,web,shipped
70202,1526,2024-01-18 11:03:57,web,shipped
142238,5249,2024-03-13 12:34:41,web,delivered
127435,2993,2024-05-17 15:06:47,web,delivered
148665,5426,2024-04-01 22:51:50,web,shipped
106909,2018,2024-04-24 01:10:38,web,shipped
142974,4838,2024-02-10 05:19:44,web,delivered
47934,4823,2024-03-08 03:27:52,web,canceled
120239,2334,2024-05-09 09:24:22,store,returned
14082,3216,2024-02-18 03:20:54,web,delivered
34999,2908,2024-05-15 22:42:26,app,paid
27022,2631,2024-02-11 06:50:39,web,delivered
63482,4617,2024-02-25 11:47:11,app,shipped
76960,1279,2024-04-06 23:07:02,app,delivered
184134,4823,2024-03-23 09:10:04,web,delivered
48629,4716,2024-05-10 08:57:41,web,delivered
165735,1672,2024-05-08 23:08:47,web,delivered
152827,2233,2024-06-03 16:50:30,web,returned
165610,1876,2024-03-25 00:37:36,web,paid
55261,4762,2024-05-19 23:16:44,web,delivered
37519,2915,2024-05-12 04:35:13,web,shipped
196505,2403,2024-06-26 10:58:47,web,delivered
189129,3816,2024-04-08 12:39:44,web,delivered
110361,2233,2024-05-12 16:18:50,app,paid
105919,3910,2024-03-17 16:11:29,web,shipped
41472,2219,2024-06-22 02:45:57,web,paid
51731,3442,2024-02-17 16:40:01,store,delivered
141791,3360,2024-02-05 13:20:45,store,canceled
50234,4823,2024-06-13 02:08:06,app,delivered
34789,2233,2024-05-01 00:46:23,store,delivered
167100,1844,2024-05-15 14:26:27,app,delivered
8941,1096,2024-04-25 10:50:17,web,canceled
88968,1077,2024-05-20 01:05:49,web,delivered
192585,4593,2024-01-07 08:25:25,web,delivered
13335,2974,2024-05-31 08:12:18,web,delivered
76939,2093,2024-02-01 22:29:03,store,delivered
40489,4320,,web,paid
65984,5496,2024-03-31 06:49:40,web,shipped
45745,3464,2024-01-28 14:30:50,app,delivered
17104,3813,2024-01-06 16:14:18,web,paid
98318,2897,2024-03-21 23:51:14,web,delivered
166700,4534,2024-05-05 19:26:47,store,shipped
9218,4056,2024-02-01 00:18:21,web,paid
187598,3813,2024-05-20 23:51:28,store,delivered
38751,2119,2024-05-02 15:36:59,web,shipped
112514,5623,2024-03-02 15:51:58,web,delivered
8550,2897,2024-03-28 13:55:32,web,delivered
55712,1863,2024-05-16 12:43:24,web,paid
57832,5840,2024-01-22 10:37:18,app,shipped
175239,3401,2024-04-07 21:06:24,app,delivered
133244,5278,2024-05-19 09:54:10,app,shipped
179930,2233,2024-06-14 09:33:54,store,delivered
196265,5919,2024-03-31 09:50:38,web,delivered
47240,1911,2024-05-17 17:48:40,app,shipped
118381,5331,2024-06-01 05:38:15,app,shipped
164460,2941,2024-04-12 13:05:02,web,delivered
172716,3383,2024-04-25 23:42:47,web,delivered
136778,3003,2024-04-21 07:02:26,app,delivered
164513,1079,2024-06-07 05:10:54,store,returned
11521,4823,2024-05-10 16:44:02,web,paid
18576,2257,2024-06-25 16:25:43,web,canceled
184733,4902,2024-03-31 01:19:23,app,shipped
130462,2403,2024-01-14 00:25:19,web,delivered
157823,2895,2024-03-08 09:07:46,app,delivered
16215,5062,2024-03-16 04:52:33,web,delivered
162281,5383,2024-05-11 00:13:50,web,delivered
98508,1934,2024-01-14 20:37:49,app,delivered
40648,1409,2024-06-07 14:35:56,app,returned
122413,3477,2024-03-08 02:17:48,web,delivered
183842,3451,2024-02-08 22:46:48,web,canceled
165940,2961,2024-05-10 15:28:09,store,shipped
79317,1551,2024-06-18 01:05:02,app,delivered
129896,3921,2024-06-28 20:24:00,store,delivered
131729,1969,2024-04-20 00:55:19,app,shipped
130553,4823,2024-05-12 09:19:26,app,shipped
14045,1949,2024-05-01 22:02:39,web,delivered
93126,1342,2024-01-31 22:13:29,store,delivered
12918,3291,2024-02-06 01:18:04,app,paid
73024,2298,2024-06-09 13:07:28,web,delivered
31714,1776,2024-03-05 03:40:09,app,paid
98982,1665,2024-06-02 02:47:16,web,delivered
73392,1279,2024-06-30 11:44:36,web,delivered
131884,2531,2024-02-03 11:29:26,app,paid
28440,2730,2024-04-27 09:26:26,app,delivered
10882,2685,2024-04-29 20:23:47,store,delivered
152959,4683,2024-01-19 19:43:38,store,delivered
127867,1315,2024-03-25 20:32:26,web,delivered
82821,5541,2024-04-11 23:35:09,web,delivered
78153,3202,2024-03-24 14:08:01,app,paid
123164,3963,2024-03-28 09:33:04,web,returned
152117,2233,2024-03-01 14:42:43,web,delivered
161354,4516,2024-05-12 05:32:08,store,delivered
175157,4096,2024-03-26 09:00:40,web,delivered
61119,4823,2024-06-15 09:29:11,web,delivered
17068,5035,2024-06-22 00:30:53,store,paid
186406,2788,2024-04-20 06:31:15,store,paid
22471,3997,2024-05-20 18:49:03,web,delivered
186251,1776,2024-04-06 08:21:27,app,shipped
107856,4823,2024-06-29 01:53:40,store,delivered
45624,3521,2024-01-09 07:52:34,web,paid
19195,5249,2024-03-29 08:12:05,web,delivered
89024,5330,2024-01-12 08:10:59,web,canceled
121078,5500,2024-06-07 04:15:37,app,returned
17215,3612,2024-02-21 04:50:36,web,paid
82687,3320,2024-03-21 19:00:29,web,delivered
84314,2233,2024-03-09 17:00:15,web,delivered
110376,4593,2024-06-14 07:20:59,app,canceled
152403,1438,2024-04-30 15:00:27,web,delivered
24268,5496,2024-02-25 06:56:49,app,delivered
97283,5219,2024-06-29 05:04:49,app,delivered
135367,2189,2024-01-28 11:29:16,store,paid
141908,3177,2024-02-03 13:09:10,app,delivered
148865,4617,2024-04-30 14:16:45,app,paid
167174,3865,2024-06-08 22:21:46,web,delivered
129402,4368,2024-05-23 14:21:05,app,delivered
22232,3813,2024-03-13 17:14:16,app,canceled
35259,3300,2024-03-10 10:29:15,store,shipped
45751,5592,2024-04-01 09:48:45,web,delivered
194347,2382,2024-04-21 03:03:59,web,delivered
77776,3477,2024-02-24 22:50:39,app,canceled
33865,1034,2024-02-07 16:57:18,web,shipped
115810,4963,2024-03-13 04:11:51,web,canceled
7209,4921,2024-01-21 22:58:38,store,shipped
53995,1723,2024-01-19 08:49:10,store,delivered
194289,3392,2024-06-16 19:33:50,app,returned
190489,2364,2024-06-06 14:41:21,app,paid
86535,5188,2024-01-25 04:28:29,web,delivered
149118,1037,2024-01-31 05:31:20,app,delivered
21684,1458,2024-05-06 02:46:14,web,delivered
109654,1823,2024-05-30 06:00:19,web,paid
124242,5864,2024-04-13 00:49:35,web,delivered
80763,3186,2024-06-05 06:26:24,web,delivered
132642,4266,2024-05-25 17:51:41,web,delivered
180936,1048,2024-04-18 03:52:17,web,canceled
39123,2233,2024-06-13 15:49:40,web,delivered
